Time,F-Scale,Location,County,State,Lat,Lon,Comments
0500,UNK,1 WSW HIGH FALLS STATE,MONROE,GA,33.17,-84.04,MONROE COUNTY EMERGENCY MANAGEMENT REPORTED 3 TRACTOR TRAILERS BLOWN OFF I-75 NEAR EXIT 196. PEOPLE WERE TRAPPED IN THE VEHICLES. DAMAGE TO HOMES AND TREES IN THE WELDO (FFC)
0502,UNK,1 WSW HIGH FALLS STATE,MONROE,GA,33.17,-84.04,MONROE COUNTY EMERGENCY MANAGEMENT REPORTED 3 TRACTOR TRAILERS BLOWN OFF I-75 NEAR EXIT 196. PEOPLE WERE TRAPPED IN THE VEHICLES. DAMAGE TO HOMES AND TREES IN THE WELDO (FFC)
0511,UNK,1 W NEWBORN,NEWTON,GA,33.52,-83.71,AN NWS STORM SURVEY DETERMINED THAT AN EF1 TORNADO TOUCHED DOWN 1 MILE WEST OF NEWBORN IN NEWTON COUNTY AT APPROXIMATELY 111 AM EDT AND LIFTED 6 MILES WEST OF GREENSBOR (FFC)
0515,UNK,GLADE SPRING,WASHINGTON,VA,36.79,-81.77,*** 3 FATAL,50 INJ *** EF3. MAX WIND 140 MPH. SMALL CHURCH DESTROYED. DAMAGE TO RESIDENTIAL AREA AND TO BUSINESSES. NUMEROUS TREES DOWN. (MRX)
0515,UNK,2 NW CHILHOWIE,SMYTH,VA,36.82,-81.72,*** 1 INJ *** A NWS STORM SURVEY TEAM CONCLUDED THAT A TORNADO ENTERED SMYTH COUNTY FROM WASHINGTON COUNTY AT 115 AM EDT AND LIFTED ALONG CARLOCK CREEK ROAD NEAR BRUSHY (RNK)
0525,UNK,MADISON,MORGAN,GA,33.6,-83.47,MORGAN COUNTY EMERGENCY MANAGEMENT REPORTS BUILDINGS DESTROYED...MULTIPLE DOWNED TREES AND POWERLINES...AND ROADS BLOCKED LEADING INTO MADISON. (FFC)
0525,UNK,ERIN,CHEMUNG,NY,42.18,-76.67,EF2 TORNADO WITH MAX WIND SPEEDS OF 130 MPH OCCURRED IN ERIN NY. THIS TORNADO HAD A PATH LENGTH OF 0.7 MILES AND A PATH WIDTH OF 0.25 MILES. SIGNIFICANT TREE DAMAGE OCC (BGM)
0527,UNK,2 N TOWN CREEK,ALLEGANY,MD,39.56,-78.54,BRIEF TOUCHDOWN. MAX WINDS 85 MPH. PRELIMINARY EF-0 RATING. DAMAGE CONSISTED OF NUMEROUS UPROOTED TREES. SOME TREES TOPPED. ONE TREE PARTIALLY DOWN ON A HOUSE. PRELIMIN (LWX)
0530,UNK,FORSYTH,MONROE,GA,33.03,-83.94,ROOF RIPPED OFF THE BACK OF A HOUSE. MANY TREES DOWN. (FFC)
0530,UNK,SWARTWOOD,CHEMUNG,NY,42.23,-76.62,EMERGENCY MANAGEMENT REPORTS POSSIBLE TORNADO. 6 HOMES DAMAGED AND NOT HABITABLE...NUMEROUS TREES DOWN. (BGM)
0535,UNK,3 WNW GREEN RIDGE,ALLEGANY,MD,39.6,-78.48,BRIEF TOUCHDOWN IN GREEN RIDGE STATE FOREST OFF MARTENS RD. THREE DOZEN LARGE TREES UPROOTED AND OR TOPPED. PATH LENGTH 0.1 MILES. PRELIMINARY RATED AS EF-0 DAMAGE. MAX (LWX)
0540,UNK,DANBY,TOMPKINS,NY,42.35,-76.48,AN EF1 TORNADO WITH A PATH LENGTH OF 1.73 MILES AND A WIDTH OF 0.15 MILES PRODUCED SIGNIFICANT TREE DAMAGE. A METAL OUTBUILDING COLLAPSED AND ONE BARN RECEIVED ROOF DAM (BGM)
0540,UNK,1 NE DANBY,TOMPKINS,NY,42.36,-76.47,POSSIBLE TORNADO...4 TO 5 HOMES WITH MAJOR STRUCTURAL DAMAGE (BGM)
0621,UNK,2 SSE ORKNEY SPRINGS,SHENANDOAH,VA,38.76,-78.8,TREES DOWN AND STRUCTURAL DAMAGE TO HOUSE. (LWX)
0622,UNK,SWARTWOOD,CHEMUNG,NY,42.23,-76.62,EMERGENCY MANAGEMENT REPORTS POSSIBLE TORNADO. 6 HOMES DAMAGED AND NOT HABITABLE...NUMEROUS TREES DOWN. (BGM)
0630,UNK,8 SE EATONTON,PUTNAM,GA,33.24,-83.29,EMERGENCY MANAGER STORM SURVEY DETERMINED THAT AN EF1 TORNADO DEVELOPED 8 MILES SOUTHEAST OF EATONTON AROUND 230 AM EDT. IT TRACKED FOR 7 MILES INTO WEST HANCOCK COUNTY (FFC)
0630,UNK,BROAD TOP CITY,HUNTINGDON,PA,40.2,-78.14,SURVEY RATED THE DAMAGE AS EF1 MAGNITUDE. PATH LENGTH 4 MILES. TWO HOMES SUSTAINED MINOR DAMAGE. MANY TREES DAMAGED OR UPROOTED. (CTP)
0631,UNK,1 E CHRISTIAN,AUGUSTA,VA,38.18,-79.21,4 MILE TRACK. NOT YET RATED. NUMEROUS TREES SNAPPED OR UPROOTED. DAMAGE TO SEVERAL HOUSES. ROOFING REMOVED ON MULTIPLE RESIDENCES. SEVERAL OUT BUILDINGS DESTROYED. (LWX)
0650,UNK,8 SE EATONTON,PUTNAM,GA,33.24,-83.29,EMERGENCY MANAGER STORM SURVEY DETERMINED THAT AN EF1 TORNADO DEVELOPED 8 MILES SOUTHEAST OF EATONTON AROUND 250 AM EDT. IT TRACKED FOR 7 MILES INTO WEST HANCOCK COUNTY (FFC)
0658,UNK,1 NE EAST WATERFORD,JUNIATA,PA,40.38,-77.59,SURVEY RATED THE DAMAGE AS EF0 MAGNITUDE. PATH LENGTH 8.4 MILES. PATH NOT CONTINUOUS. MANY TREES DAMAGED. SEVERAL BARNS SUSTAINED MINOR TO MODERATE ROOF DAMAGE. (CTP)
0700,UNK,MORGANTON,BURKE,NC,35.74,-81.7,TORNADO CONFIRMED ON THE GROUND AT HWY 18/64. (GSP)
0700,UNK,PHARSALIA,CHENANGO,NY,42.58,-75.77,AN EF2 TORNADO WITH A PATH LENGTH OF 8 MILES AND A WIDTH OF 400 YARDS PRODUCED SIGNIFICANT TREE DAMAGE AND SOME STRUCTURAL DAMAGE. HUNDREDS OF LARGE TREES WERE SNAPPED (BGM)
0701,UNK,1 S LINVILLE,ROCKINGHAM,VA,38.5,-78.84,EF-1 TORNADO. PEAK WINDS 90 MPH. PATH LENGTH 0.9 MILES. PATH WIDTH 50 YARDS. (LWX)
0715,UNK,5 E LENOIR,CALDWELL,NC,35.91,-81.45,DAMAGE TO HOMES AND BUILDINGS ON LAZY CREEK LANE...TEMPLEHILL BIRCH ROAD...MORRIS CREEK ROAD...BURNS ROAD. (GSP)
0720,UNK,3 E HUDSON,CALDWELL,NC,35.85,-81.43,*** 1 INJ *** AN EF-1 TORNADO OCCURRED ABOUT 5-7 MILES SOUTHEAST OF LENOIR AND TRAVELED TO THE NORTHEAST ON A CONTINUOUS 4.5 MILE PATH. THE TORNADO PRODUCED SCATTERED S (GSP)
0735,UNK,3 SW ELLENDALE,ALEXANDER,NC,35.9,-81.32,AN EF1 TORNADO OCCURRED 4-8 MILES W-NW OF TAYLORSVILLE. THE TORNADO MOVED ON AN INTERMITTENT TRACK OF 5 MILES. IT PRODUCED SCATTERED STRUCTURAL DAMAGE AND BLEW DOWN OR (GSP)
0739,UNK,4 SW NORWOOD,WARREN,GA,33.42,-82.76,AN NWS STORM SURVEY DETERMINED THAT AN EF1 TORNADO TOUCHED DOWN 4 MILES SOUTHWEST OF NORWOOD AT APPROXIMATELY 339 AM AND LIFTED 1 MILE NORTHEAST OF CAMAK AT APPROXIMATE (FFC)
0740,UNK,3 W TAYLORSVILLE,ALEXANDER,NC,35.92,-81.23,POSSIBLE TORNADO DAMAGE TO MOBILE HOME 3 MILES WEST OF TAYLORSVILLE JUST OFF HWY 64. (GSP)
0745,UNK,1 NE STRASBURG,SHENANDOAH,VA,39,-78.34,EF-0 TORNADO. PEAK WINDS 70 MPH. PATH LENGTH 5.3 MILES. PATH WIDTH 175 YARDS. TORNADO CONTINUED INTO FREDERICK COUNTY. (LWX)
0756,UNK,2 ENE PLEASANT VALLEY,ROCKINGHAM,VA,38.4,-78.86,EF-1 TORNADO. PEAK WINDS 90 MPH. PATH LENGTH 1.8 MILES. PATH WIDTH 150 YARDS. (LWX)
0800,UNK,5 SSE MC DONOUGH,CHENANGO,NY,42.44,-75.73,A TORNADO TOUCHED DOWN IN THE EARLY MORNING HOURS OF APRIL 28 ABOUT 4.5 MILES SOUTH-SOUTHEAST OF MCDONOUGH AND MOVED NORTHEAST CUTTING A PATH THROUGH HEAVY WOODS. THE T (BGM)
0830,UNK,COLUMBUS,CHENANGO,NY,42.68,-75.37,AN EF1 TORNADO...WITH MAXIMUM WINDS NEAR 95 MPH...TOUCHED DOWN IN THE TOWN OF COLUMBUS IN NORTHEASTERN CHENANGO COUNTY...AT ABOUT 430 AM. THE TORNADO SKIPPED ALONG...FO (BGM)
0900,UNK,FRANKFORT,HERKIMER,NY,43.04,-75.07,POSSIBLE TORNADO. SIGNIFICANT DAMAGE TO HOUSE ON BROCKWAY ROAD. (ALY)
0900,UNK,FRANKFORT CENTER,HERKIMER,NY,43.05,-75.14,POSSIBLE TORNADO. TOPS OF TREES SHEARED OFF AND A ROOF BLOWN OFF A HOUSE. (ALY)
0904,UNK,6 SSE UTICA,HERKIMER,NY,43.02,-75.18,A NWS SURVEY TEAM RATED THE TORNADO AS EF1. NUMEROUS TREES SNAPPED AND UPROOTED. STRUCTURAL DAMAGE TO HOMES INCLUDED ROOFS AND SIDING BEING TORN OFF. A GARAGE WAS MOVED (ALY)
0915,UNK,FRANKFORT,HERKIMER,NY,43.04,-75.07,POSSIBLE TORNADO. MULTIPLE HOUSES DAMAGE ON ALBANY STREET. (ALY)
0950,UNK,2 NW UNIONDALE,SUSQUEHANNA,PA,41.73,-75.51,AN EF0 TORNADO...WITH A PATH LENGTH OF 1.2 MILES...AND A PATH WIDTH OF AROUND 80 YARDS...CAUSED TREE AND SOME STRUCTURAL DAMAGE. MANY TREES WERE UPROOTED...WITH THE TOR (BGM)
0952,UNK,MARIANNA MUNICIPAL A/P,JACKSON,FL,30.83,-85.18,CONFIRMED EF-1 TORNADO AT THE MARIANNA MUNICIPAL AIRPORT. DAMAGE TO SEVERAL PLANES AT THE FIELD AND SEVERAL TREES SNAPPED. DAMAGE PATH INTERMITTENT FOR 3 MILES WITH A M (TAE)
0955,UNK,1 NW FORTNEY,YORK,PA,40.11,-76.93,EF1 TORNADO CONFIRMED AT ROUNDTOP MTN RESORT (CTP)
1007,UNK,DELLWOOD,JACKSON,FL,30.82,-85.05,(TAE)
1010,UNK,SPECULATOR,HAMILTON,NY,43.58,-74.38,POSSIBLE TORNADO. TREES DOWN NORTHEAST OF VILLAGE OF SPECULATOR ALONG ROUTE 30. (ALY)
1025,UNK,PALMYRA,LEBANON,PA,40.31,-76.59,EF1 TORNADO CONFIRMED IN PALMYRA BORO (CTP)
1030,UNK,ONO,LEBANON,PA,40.4,-76.53,4 HOMES MODERATELY DAMAGED...1 BARN AND 1 FARM OUT BUILDING DESTROYED...2 HIGH TENSION LINES TOPPLED. 1 COW INJURED AND APPROXIMATELY 200 TREES KNOCKED DOWN. EF2 TORNAD (CTP)
1045,UNK,1 NW POOLESVILLE,MONTGOMERY,MD,39.15,-77.42,EF-0 TORNADO CONFIRMED NORTH OF POOLESVILLE. DAMAGE TO TREES AND A FENCE WAS OBSERVED...AND A TRAMPOLINE WAS MANGLED...LOFTED AND DEPOSITED ATOP A POWER POLE. (LWX)
1140,UNK,8 NE ST. MATTHEWS,CALHOUN,SC,33.75,-80.68,SURVEY CONFIRMED EF1 TORNADO WITH WINDS NEAR 100 MPH NEAR FT MOTTE. WIDTH WAS 1/4 OF A MILE. NUMEROUS TREES DOWN. IRRIGATION SYSTEM OVERTURNED. BARN DAMAGED. (CAE)
1146,UNK,1 ESE WESTMINSTER,CARROLL,MD,39.57,-76.98,EF-0 TORNADO. PEAK WINDS 65 MPH. PATH LENGTH 0.6 MILE. PATH WIDTH 50 YARDS. (LWX)
1150,UNK,5 SSW MILLWOOD,SUMTER,SC,33.85,-80.43,SURVEY CONFIRMED EF1 TORNADO WITH WINDS NEAR 90 MPH. LENGTH WAS 12 MILES WITH INTERMITTENT TOUCHDOWNS. WIDTH WAS 1/8 MILE. NUMEROUS TREES SNAPPED AND DAMAGED. LARGE TRE (CAE)
Time,Speed,Location,County,State,Lat,Lon,Comments
1200,UNK,ASHLAND,CLAY,AL,33.28,-85.84,NUMEROUS TREES AND POWERLINES DOWN IN AND AROUND ASHLAND. TREE ON HOUSE IN THE SHIREYS MILL COMMUNITY IN ASHLAND. (BMX)
1200,UNK,LANGSTON,JACKSON,AL,34.54,-86.07,LARGE TREES DOWN ON VEHICLES. TIME ESTIMATED FROM RADAR. POSSIBLE TORNADO. (HUN)
1202,UNK,3 NNW CENTRE,CHEROKEE,AL,34.19,-85.69,TREES DOWN IN TEH TATES CHAPEL COMMUNITY. (BMX)
1203,UNK,8 NW PEYTONSBURG,CUMBERLAND,KY,36.72,-85.49,TWO BARNS DOWN. NUMEROUS TREES AND POWERLINES DOWN. TWO TREES DOWN ON HOUSES. NUMEROUS SHEDS DAMAGED. ALL ALONG JUDIO ROAD NEAR THE TOWN OF JUDIO. (LMK)
1205,UNK,3 NE HOKES BLUFF,ETOWAH,AL,34.03,-85.83,SOME STRUCTURE DAMAGE REPORTED IN BALLPLAY. ONE PERSON TRAPPED. (BMX)
1205,UNK,ELLISVILLE,CHEROKEE,AL,34.06,-85.61,TREES DOWN BLOCKING HWY 9. (BMX)
1205,UNK,CENTRE,CHEROKEE,AL,34.15,-85.67,A LARGE TREE FELL ON A HOME ALONG HIGHWAY 411 NORTH. ONE PERSON WAS TRAPPED. NUMEROUS TREES DOWN AROUND THE AREA. (BMX)
1205,UNK,SECTION,JACKSON,AL,34.58,-85.99,NUMEROUS TREES DOWN BETWEEN SECTION AND MACEDONIA ALONG HIGHWAY 35. TIME ESTIMATED FROM RADAR. (HUN)
1206,UNK,5 ESE CENTRE,CHEROKEE,AL,34.11,-85.59,SIGNIFICANT STRUCTURAL DAMAGE TO NEW BETHEL CHURCH ON HWY 411N. (BMX)
1208,UNK,5 NE LIVINGSTON,OVERTON,TN,36.44,-85.26,MULTIPLE TREES BLOWN DOWN ON HWY 85. (OHX)
1215,UNK,8 NE MANCHESTER,COFFEE,TN,35.55,-85.98,TREES BLOWN DOWN ALONG ROCK ROAD AND NEW HOPE ROAD OFF OF HIGHWAY 55 IN SUMMITVILLE AREA. (OHX)
1217,UNK,CAVE SPRING,FLOYD,GA,34.11,-85.34,FLOYD COUNTY EMA RELAYED A REPORT OF WIDESPREAD TREE DAMAGE NEAR CAVE SPRING IN FLOYD COUNTY. (FFC)
1223,UNK,ALBANY,CLINTON,KY,36.69,-85.14,A FEW TREES DOWN (LMK)
1227,UNK,BUCHANAN,HARALSON,GA,33.8,-85.19,HARALSON COUNTY 911 RELAYED A REPORT OF TREES DOWN COUNTYWIDE. (FFC)
1227,UNK,CEDARTOWN,POLK,GA,34.01,-85.25,POLK COUNTY 911 RELAYED A REPORT OF WIDESPREAD TREE DAMAGE ACROSS THE COUNTY. (FFC)
1227,UNK,1 W ROME,FLOYD,GA,34.26,-85.2,*** 4 INJ *** FLOYD COUNTY EMERGENCY MANAGER REPORTED OVER 300 DOWNED TREES,157 DAMAGED HOMES,13 DAMAGED BUSINESSES,15000 HOMES WITHOUT POWER,AND 32 CLOSED ROADS. S (FFC)
1230,UNK,TALLAPOOSA,HARALSON,GA,33.74,-85.29,THE PUBLIC RELAYED A REPORT OF A TREE ON A HOUSE AND CAR IN TALLAPOOSA. (FFC)
1230,UNK,FRANKLIN,WILLIAMSON,TN,35.93,-86.84,*** 1 FATAL *** WOMAN WAS STRUCK IN THE HEAD BY A FALLEN TREE LIMB AND DIED 24 HOURS LATER (OHX)
1231,UNK,VERSAILLES,WOODFORD,KY,38.05,-84.73,ONE POWERLINE ACROSS MIDWAY PIKE. (LMK)
1232,UNK,4 NE MANCHESTER,COFFEE,TN,35.51,-86.03,TREES DOWN ON POWER LINES NEAR 1674 ROCKS ROAD IN SUMMITVILLE. (OHX)
1235,UNK,3 S CRITTENDEN,GRANT,KY,38.73,-84.6,ONE TREE DOWN ON A POWER LINE ON DIXIE HWY. TIME ESTIMATED. (ILN)
1236,UNK,TRENTON,DADE,GA,34.87,-85.51,DADE COUNTY EMA RELAYED A REPORT OF WIDESPREAD TREE DAMAGE IN DADE COUNTY (FFC)
1240,UNK,PARNELL,WAYNE,KY,36.87,-84.95,TREES DOWN ON HIGHWAY 674. (JKL)
1240,UNK,4 W PARNELL,WAYNE,KY,36.87,-85.02,TREES DOWN ON HIGHWAY 674. (JKL)
1241,UNK,SUTTLES MILL,WALKER,GA,34.62,-85.18,WALKER COUNTY 911 RELAYED A REPORT OF SEVERAL TREES DOWN IN SHUTTLES MILL. (FFC)
1241,UNK,1 NW TRENTON,DADE,GA,34.88,-85.52,DADE COUNTY EMA RELAYED A REPORT OF POSSIBLE TORNADO DAMAGE IN TRENTON. DADE ELEMENTARY SCHOOL HAD PART OF ITS ROOF LIFTED UP. (FFC)
1241,UNK,DUNNVILLE,CASEY,KY,37.2,-85,ONE TREE DOWN (LMK)
1245,UNK,PIKEVILLE,BLEDSOE,TN,35.61,-85.2,COUPLE TREES DOWN ON HIGHWAY 127 REPORTED BY DISPATH. (MRX)
1245,UNK,1 N CROSSVILLE,CUMBERLAND,TN,35.97,-85.04,SEVERAL TREES DOWN ON HIGHWAY 127 (OHX)
1245,UNK,2 S MONTICELLO,WAYNE,KY,36.81,-84.85,TREES DOWN ON HOLLOW ROAD. (JKL)
1247,UNK,3 SE MONTICELLO,WAYNE,KY,36.81,-84.81,TREE DOWN ON HIGHWAY 200 AT FLAT SPRINGS. (JKL)
1247,UNK,7 N MONTICELLO,WAYNE,KY,36.94,-84.85,TREE DOWN ON HOUSE ON HIGHWAY 2393. (JKL)
1248,UNK,LAKEVIEW,CATOOSA,GA,34.98,-85.26,CATOOSA COUNTY 911 RELAYED A REPORT OF NUMEROUS TREES DOWN IN LAKEVIEW. A TREE WAS REPORTED ON A HOUSE IN THAT AREA. (FFC)
1248,65,WILLIAMSTOWN,GRANT,KY,38.64,-84.56,(ILN)
1250,UNK,21 SSW JAMESTOWN,FENTRESS,TN,36.15,-85.08,SEVERAL TREES SNAPPED OFF OR UPROOTED AND TWISTED,MINOR STRUCTURAL DAMAGE,HIGHWAY 62 BETWEEN CLARKRANGE AND MONTEREY,ABOUT 3/4 MILE EAST OF THE PUTNAM COUNTY LINE (OHX)
1259,UNK,CALHOUN,GORDON,GA,34.5,-84.95,ROOF OFF A BUILDING IN DOWNTOWN CALHOUN. (FFC)
1259,UNK,DALTON,WHITFIELD,GA,34.77,-84.97,WHITFIELD 911 RELAYED A REPORT OF TWO TREES DOWN. (FFC)
1259,UNK,2 NW DALTON,WHITFIELD,GA,34.79,-85,WHITFIELD COUNTY EMA RELAYED A REPORT OF SEVERAL TREES DOWN NW OF DALTON. (FFC)
1300,UNK,RESACA,GORDON,GA,34.58,-84.94,PUBLIC RELAYED A REPORT OF TWO TREES DOWN. (FFC)
1300,UNK,FALMOUTH,PENDLETON,KY,38.67,-84.33,ONE TREE DOWN ON SHELBY ST. TIME ESTIMATED. (ILN)
1300,UNK,3 N COLD SPRING,CAMPBELL,KY,39.06,-84.45,ONE TREE DOWN AT RIVER RD AND ARMY RESERVE RD. TIME ESTIMATED. (ILN)
1302,UNK,4 NNE FALMOUTH,PENDLETON,KY,38.73,-84.32,ONE TREE DOWN ON SR 609. TIME ESTIMATED. (ILN)
1304,UNK,STANFORD,LINCOLN,KY,37.53,-84.66,COUNTY-WIDE TREES DOWN. ROOF BLOWN OFF OF A TRAILER. (LMK)
1306,UNK,SCIENCE HILL,PULASKI,KY,37.18,-84.64,TREE DOWN ALONG HIGHWAY 1247. (JKL)
1308,UNK,CHATSWORTH,MURRAY,GA,34.77,-84.77,MURRAY COUNTY 911 RELAYED A REPORT OF WIDESPREAD TREE DAMAGE AND POWER LINES DOWN COUNTY WIDE. (FFC)
1308,UNK,2 E ALLARDT,FENTRESS,TN,36.38,-84.85,MULTIPLE TREES BLOWN DOWN...ONE ON A HOUSE TRAPPING A WOMAN INSIDE. ONE QUARTER OF PEOPLE IN EASTERN FENTRESS COUNTY ARE STILL WITHOUT POWER. (OHX)
1313,UNK,BEULAH HEIGHTS,MCCREARY,KY,36.8,-84.44,TREE DOWN ACROSS BEULAH HEIGHTS ROAD. TIME ESTIMATED OFF OF RADAR. (JKL)
1313,UNK,7 SE LEXINGTON,FAYETTE,KY,37.97,-84.37,ROAD SIGN DAMAGED NEAR EXIT 104 ON I-75 AND PENNY SIZED HAIL. (LMK)
1320,UNK,7 S CRAB ORCHARD,LINCOLN,KY,37.36,-84.51,MULTIPLE MOBILE HOMES DAMAGED AND TREES DOWN WITH POWER LINES DOWN. (LMK)
1326,UNK,9 W WHITLEY CITY,MCCREARY,KY,36.72,-84.64,TREE DOWN ON HIGHWAY 92 BETWEEN MILE MARKER 9 AND 10. (JKL)
1326,UNK,4 NNE WILLIAMSBURG,CLERMONT,OH,39.1,-84.02,TWO TREES FELL ON POWER LINES ON BURDSALL RD. TIME ESTIMATED. (ILN)
1330,UNK,2 NW BRODHEAD,ROCKCASTLE,KY,37.42,-84.44,TREE BLOCKING ROAD AND KNOCKING DOWN POWER LINES ON PEACH TREE LANE NEAR BRODHEAD (JKL)
1334,UNK,3 S PINE KNOT,MCCREARY,KY,36.62,-84.44,ROOF BLOWN OFF BARN. BOARD PUT THROUGH THE WINDOW OF A TRUCK. TOP SNAPPED OUT OF A 20 INCH DIAMETER TREE. (JKL)
1334,UNK,7 NNE MOUNT VERNON,ROCKCASTLE,KY,37.46,-84.3,TREE BLOCKING ROAD ON SCAFFOLD CANE BRANCH RD. (JKL)
1335,UNK,CLEVELAND,BRADLEY,TN,35.18,-84.87,NUMEROUS TREES AND POWER LINES DOWN IN CLEVELAND AND NORTHEAST PART OF THE COUNTY. (MRX)
1335,UNK,7 ENE CRAB ORCHARD,GARRARD,KY,37.5,-84.39,TREES WERE DOWNED OR SNAPPED ALONG GABBARD ROAD. ONE WAS BLOWN ON TO A MOBILE HOME. (LMK)
1336,UNK,3 ENE PINE KNOT,MCCREARY,KY,36.68,-84.39,DAMAGE TO A MOBILE HOME AND SOME 3 TO 4 INCH DIAMETER TREE LIMBS DOWN ON HIGHWAY 92. (JKL)
1338,UNK,4 S BLANCHESTER,BROWN,OH,39.23,-83.98,TREE FELL INTO A HOUSE ON WOODVILLE RD. TIME ESTIMATED. (ILN)
1340,UNK,BEULAH HEIGHTS,MCCREARY,KY,36.8,-84.44,TREE DOWN ACROSS BEULAH HEIGHTS ROAD. TIME ESTIMATED OFF OF RADAR. (JKL)
1343,UNK,FAYETTEVILLE,BROWN,OH,39.19,-83.93,STORAGE SHED BLOWN OVER ON US 50. TIME ESTIMATED. (ILN)
1345,UNK,SANDGAP,JACKSON,KY,37.48,-84.09,TREE BLOCKING ROAD. (JKL)
1345,UNK,1 NW FORD,CLARK,KY,37.89,-84.26,TOBACCO BARN DAMAGE ALONG HIGHWAY 627 (LMK)
1350,UNK,2 E CUMBERLAND FALLS S.,WHITLEY,KY,36.84,-84.3,TREE DOWN OVER HIGHWAY 90 NEAR MILLS OLD RIDING STATION. (JKL)
1350,UNK,1 E KNOB LICK,ESTILL,KY,37.66,-84.09,TREE DOWN ON CAMPBELL BRANCH ROAD. (JKL)
1352,UNK,4 NE HUBER HEIGHTS,MIAMI,OH,39.9,-84.05,NUMEROUS TREES DOWN ON BELLEFONTAINE RD NEAR SR 235. (ILN)
1352,UNK,NEW CARLISLE,CLARK,OH,39.94,-84.03,LOTS OF ROOFING AND SIDING DAMAGE WITH STRUCTURAL WOOD STREWN AROUND NEAR SR 235 AND LAKE AVE. (ILN)
1352,UNK,2 NNE NEW CARLISLE,CLARK,OH,39.96,-84.01,NUMEROUS TREES AND POWER LINES DOWN NEAR SR 235 AND SIGLER RD. (ILN)
1400,UNK,WALLAND,BLOUNT,TN,35.73,-83.82,ONE TREE DOWN IN WALLAND AND ONE DOWN IN SEYMOUR. (MRX)
1400,UNK,WILLOW TREE,ESTILL,KY,37.71,-83.92,TREES DOWN ON WATSON RIDGE ROAD...MARBLE YARD ROAD...CAMPBELL BRANCH ROAD AND COBB HILL ROAD. (JKL)
1410,UNK,3 NE MILLERSTOWN,CHAMPAIGN,OH,40.19,-83.89,ONE TREE DOWN ON THE 500 BLOCK OF IDLE ROAD. (ILN)
1412,UNK,1 S LONDON,LAUREL,KY,37.11,-84.08,TREES ON POWER LINES ALONG HIGHWAY 1006 AND 363. (JKL)
1416,UNK,2 NE LONDON,LAUREL,KY,37.15,-84.06,TREES DOWN AND ROOF BLOWN OFF OF BARN ON MCWHORTER ROAD. (JKL)
1425,UNK,MCKEE,JACKSON,KY,37.43,-84,2 TREES BLOCKING ROAD. (JKL)
1425,UNK,BELLEFONTAINE,LOGAN,OH,40.36,-83.76,POWER POLE SNAPPED AND A TREE DOWN ON A HOUSE IN THE CITY OF BELLEFONTAINE. (ILN)
1430,UNK,MANTACHIE,ITAWAMBA,MS,34.32,-88.49,2 FT DIAMETER TREES ALONG WITH SOME SMALLER TREES DOWN AT HWY 371 AND DONAVON RD (MEG)
1450,UNK,5 N TUPELO,LEE,MS,34.34,-88.73,TREES DOWN (MEG)
1514,UNK,1 SSE DOWNTOWN COLUMBUS,FRANKLIN,OH,39.94,-82.99,TREES AND POWER LINES DOWN IN GERMAN VILLAGE AREA (ILN)
1525,UNK,3 W TREMONT,ITAWAMBA,MS,34.23,-88.3,4-6 INCH LIMBS ON COTTON GIN ROAD (MEG)
1525,UNK,9 N TREMONT,ITAWAMBA,MS,34.36,-88.25,ROOF TORN OFF,TIN OFF PORCH (MEG)
1543,UNK,S TUSCUMBIA,COLBERT,AL,34.73,-87.71,TREES AND POWERLINES DOWN ON FRANKFORT RD (HUN)
1545,UNK,2 S SHEFFIELD,COLBERT,AL,34.74,-87.7,WINDS WERE BLOWING FLAG POLES NEAR THE GROUND AND BRANCHESE DOWN. WINDS WERE ESTIMATED OVER 60 MPH. (HUN)
1547,UNK,1 W RUSSELLVILLE,FRANKLIN,AL,34.51,-87.75,TREE ON HOUSE ON WATERLOO ROAD (HUN)
1547,60,MUSCLE SHOALS,COLBERT,AL,34.74,-87.67,A WIND GUST TO 60 MPH WAS OBSERVED AT THE MSL ASOS. (HUN)
1548,UNK,5 SSE FLORENCE,COLBERT,AL,34.74,-87.64,AN OUTBUILDING WAS DESTROYED. (HUN)
1553,UNK,6 E RUSSELLVILLE,FRANKLIN,AL,34.51,-87.62,NICKEL SIZE HAIL WAS REPORTED. (HUN)
1608,UNK,4 SW LEWISBURG,MARSHALL,TN,35.41,-86.84,NEW LAKE ROAD NEAR JORGENSEN LANE...70 MPH WINDS...QUARTER-SIZE HAIL...3 TREES LIFTED OUT OF THE GROUND (OHX)
1610,UNK,1 WNW ROGERSVILLE,LAUDERDALE,AL,34.83,-87.32,A LARGE TREE WAS BLOWN DOWN OVER HIGHWAY 72 AT THE ENTRANCE OF JOE WHEELER STATE PARK. WIND GUST TO 69 MPH WAS MEASURED. (HUN)
1611,UNK,LEIGHTON,COLBERT,AL,34.7,-87.53,BIG TREES UPROOTED ON OAK STREET IN LEIGHTON (HUN)
1614,62,COURTLAND,LAWRENCE,AL,34.67,-87.31,GUST WAS MEASURED AT THE COURTLAND AWOS AT 53 KNOTS (HUN)
1618,UNK,1 S RIPLEY,LIMESTONE,AL,34.75,-87.12,TREES AND POWER LINES DOWN ON HIGHWAY 101...HIGHWAY 33...AND BATTS ROAD (HUN)
